src,line,script,cite_route,script_exists,NARROW,PROX,WIDE,is28,panel,cell_N,cell_H,cell_G,cell_C,resolved,resolved_loose,sPANEL_state,sN_state,sH_state,sGROSS_state,sCAD_state,R_PROSE_stated,R_PROSE_scorable,R_PROSE_cell,R_SCRIPT_stated,R_SCRIPT_scorable,R_SCRIPT_cell,R_UNION_stated,R_UNION_scorable,R_UNION_cell,R_LOOSE_stated,R_LOOSE_scorable,R_LOOSE_cell,R_UNION_G_stated,R_UNION_G_scorable,R_UNION_G_cell,text
LEADERBOARD.md,8,2026-09-15_is-the-W-to-M-SHARPE-GAIN-on-the-STANDING-CANDIDATE-inside-its-own-NULL_cloud.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,OPEN,SILENT,SILENT,PINNED,SILENT,False,False,,False,False,,False,False,,False,False,,False,False,,"**OOS 4b 7 of 24, 4a 0 of 24.** Every IS-only chooser picks M (Q at 50 bps under LADDER4), never W — the cadence choice transfers"
LEADERBOARD.md,11,2026-09-15_mega-cap-SHAPLEY-SHARE-of-every-committed-U56-4b-PASS_cloud.py,LB_LASTCOL,True,False,False,True,False,U56,,,,,False,True,PINNED,SILENT,SILENT,SILENT,SILENT,False,False,U56/N=20,False,False,U56/N=20,False,False,U56/N=20,True,True,U56/N=20,False,False,U56/N=20,"933 cloud THE ANSWER — **every committed U56 4b PASS this tree can rebuild is an ANSWER-KEY pass**; 2 claim sets × 2 splits × 6 books × 16 coalitions × 4 cost rungs = 960 coalition cells + 288 Shapley values + 2,880 ladder cells, all published; 2 tuned dials (claim set × sleeve split), all 4 points reported"
LEADERBOARD.md,14,2026-09-15_mega-cap-SHAPLEY-SHARE-of-every-committed-U56-4b-PASS_cloud.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,PINNED,SILENT,SILENT,SILENT,SILENT,False,False,,False,False,U56/N=20,False,False,U56/N=20,False,False,,False,False,U56/N=20,"**H_COST FAIL** max share spread over 0/10/25/50 bps **3.4086**, driven by a DENOMINATOR that collapses (V1TOP5/CORE_W reads v(N) = **−0.2680** at 50 bps, where the ratio is not a share at all)"
LEADERBOARD.md,19,2026-09-15_do-the-SHARPE-LEGS-need-the-SAME-CONVENTION-CLAUSE_C.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,OPEN,SILENT,SILENT,SILENT,SILENT,False,False,,False,False,,False,False,,False,False,,False,False,,H_SPY: 0 of 18 SHELF 4b Sharpe legs fail at all 3 offset grids at 10 bps
LEADERBOARD.md,19,2026-09-15_do-the-SHARPE-LEGS-need-the-SAME-CONVENTION-CLAUSE_C.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,OPEN,SILENT,SILENT,SILENT,SILENT,False,False,,False,False,,False,False,,False,False,,False,False,,"**breaks at 25 bps (4/18)**, reported not used to move the bar"
LEADERBOARD.md,20,2026-09-15_do-the-SHARPE-LEGS-need-the-SAME-CONVENTION-CLAUSE_C.py,LB_LASTCOL,True,False,False,True,False,,,1.0,,,False,False,OPEN,SILENT,SILENT,SILENT,SILENT,False,False,,False,False,,False,False,,False,False,,False,False,,"flips here at FULL/10 bps: **4b H1 8, H2 0 (REVERSED vs 879)**; 4a H1 35, H2 63 (879's direction)"
LEADERBOARD.md,28,2026-09-15_is-the-CAGR-FLOOR-as-CONVENTION-SENSITIVE-as-the-DD-CAP-once-CENTRED_B.py,LB_LASTCOL,True,False,False,True,False,,,,,M,False,False,OPEN,SILENT,SILENT,OPEN,SILENT,False,False,,False,False,,False,False,,False,False,,False,False,,"**KEEP-candidate, path 4b only — the ONLY book of 110 that passes 4b on all 21 monthly offsets** (also 21/21 at 25 bps and at lag 2"
LEADERBOARD.md,33,2026-09-12_re-derive-idea-276-s-CHARACTERISTIC-FILE-COUNT-from-HEADLINE-CLAIMS_cloud.py,LB_LASTCOL,True,False,False,True,False,U56,,2.0,,,False,False,OPEN,SILENT,SILENT,SILENT,SILENT,True,False,,False,False,,True,False,,True,False,,True,False,,"**4b 4 of 18 rows (U56 candidate at 0/10/25 bps and B136 candidate at 10 bps), 4a 0 of 18.** The survivor set names **U56, B136 and SMALL**, so all three were priced: **SMALL fails 4b on every leg but the drawdown cap** (CAGR 5.67% against a 9.84% floor, H2 Sharpe 0.555 against SPY's 0.834) and B136's pass rides an H1 of 1.236 against an H2 of 0.965"
LEADERBOARD.md,37,2026-09-12_does-any-committed-PERMUTATION-or-BOOTSTRAP-p-value-NAME-ITS-POOL_cloud.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,OPEN,SILENT,SILENT,SILENT,SILENT,False,False,,False,False,,False,False,,False,False,,False,False,,"H_FLIP PASS, H_DIR PASS, H_COSTINV PASS (0/10/25 bps), H_PERMSTAB PASS (P 200/1000/5000)"
LEADERBOARD.md,39,2026-09-12_does-any-committed-PERMUTATION-or-BOOTSTRAP-p-value-NAME-ITS-POOL_cloud.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,OPEN,SILENT,SILENT,SILENT,SILENT,False,False,,False,False,,False,False,,False,False,,False,False,,"842 cloud BOOK LEG — computed from prices in the file, 4 books × 3 cost rungs, BOTH KEEP paths"
LEADERBOARD.md,39,2026-09-12_does-any-committed-PERMUTATION-or-BOOTSTRAP-p-value-NAME-ITS-POOL_cloud.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,OPEN,SILENT,SILENT,SILENT,SILENT,False,False,,False,False,,False,False,,False,False,,False,False,,"**4b 3 of 12 book-rung rows (the standing candidate at 0/10/25 bps), 4a 0 of 12.** The candidate's 4b pass and its 4a failure (−15.91% against the live book's −12.05%) reproduce at every cost rung"
LEADERBOARD.md,55,2026-09-12_re-sweep-the-record-s-TEN-most-cited-UNSWEPT-4b-passes-in-GROSS_B.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,OPEN,SILENT,SILENT,SILENT,SILENT,False,False,,False,False,,False,False,,False,False,,False,False,,**4b 38 / 32 / 21 of 136 at 0/10/25 bps; 4a 12 / 11 / 8
LEADERBOARD.md,62,2026-09-10_price-the-rf-CONSISTENCY-fix-as-a-PROTOCOL-amendment_cloud.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,OPEN,SILENT,SILENT,SILENT,SILENT,False,False,,False,False,,False,False,,False,False,,False,False,,"**THE 4b COLUMN CARRIES, THE 4a COLUMN DOES NOT.** 4b passes **7 of 10 books under all five treatments** at 10 bps (the same seven every time)"
LEADERBOARD.md,67,2026-09-10_the-stop-family-never-beats-its-own-exposure_cloud.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,OPEN,SILENT,SILENT,PINNED,PINNED,False,False,,False,False,,False,False,,False,False,,False,False,,"**BOTH: the count is a level artefact, the reading is not.** 0-of-59 does not survive a wider ladder — but **19 of the 61 wins (31.1%) are INERT** (lambda >= 0.999: the stop de-grosses <0.1% and fires 0-1x/yr, margin +0.0003 to +0.0019), **26 of the 42 non-inert wins are 0-bps-only**, and the **16 that survive at 10 or 25 bps top out at +0.0255 of Sharpe**, all with lambda >= 0.90, **none passing "
LEADERBOARD.md,71,2026-09-10_the-stop-family-never-beats-its-own-exposure_cloud.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,OPEN,SILENT,SILENT,PINNED,PINNED,False,False,,False,False,,False,False,,False,False,,False,False,,"**4a 0 of 594 at EVERY rung.** 4b 65/**22**/8 at 0/10/25 bps, but **13 of the 22 at 10 bps are inert arms** and only **1 of the 22 also beats its own twin**"
LEADERBOARD.md,72,2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,OPEN,SILENT,SILENT,OPEN,OPEN,False,False,,False,False,,False,False,,False,False,,False,False,,**ALL PASS.** G1 derived cost rung **0.000e+00**
LEADERBOARD.md,75,2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,OPEN,SILENT,SILENT,OPEN,OPEN,False,False,,False,False,,False,False,,False,False,,False,False,,"**4a passes 0 of 2,916 at EVERY rung.** 4b 347 / **166** / 35 at 0/10/25 bps"
LEADERBOARD.md,75,2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.py,LB_LASTCOL,True,False,False,True,False,B136,,,0.75,,True,True,OPEN,SILENT,SILENT,OPEN,OPEN,True,True,B136/N=20,False,False,,True,True,B136/N=20,True,True,B136/N=20,True,True,B136/N=20,"at 10 bps **16 inherited** (the ungated EWALL base passes 4b only at B136/g=0.75/10bps) and **150 earned**, 114 of which also beat their own twin"
LEADERBOARD.md,75,2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.py,LB_LASTCOL,True,False,True,True,False,,,,,,False,False,OPEN,SILENT,SILENT,OPEN,OPEN,False,False,,False,False,,False,False,,False,False,,False,False,,"Binding 4b leg at 10 bps: CAGR alone 269, DD alone 125"
LEADERBOARD.md,77,2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,OPEN,SILENT,SILENT,OPEN,OPEN,False,False,,False,False,,False,False,,False,False,,False,False,,"**KEEP-CANDIDATE, path 4b only.** Passes 4b at **0, 10 AND 25 bps** with every leg clear"
LEADERBOARD.md,77,2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,OPEN,SILENT,SILENT,OPEN,OPEN,False,False,,False,False,,False,False,,False,False,,False,False,,"Beats its own matched-gross twin (static EWALL at g_eff 0.8777) by **+0.170 / +0.174 / +0.180** Sharpe at 0/10/25 bps — the margin WIDENS with cost — and survives this run's BLOCK placebo (REAL 1.000 vs BLOCK 0.250, z 6.53)"
LEADERBOARD.md,86,2026-09-09_is-the-vol-cap-the-real-universe-clause-not-the-trend-leg_B.py,LB_LASTCOL,True,False,False,True,False,SMALL439,,,,,False,False,OPEN,SILENT,SILENT,PINNED,PINNED,False,False,,False,False,,False,False,,False,False,,False,False,,"**H_LEVEL FAILS (5/6 arms monotone).** The one non-monotone arm is SMALL439/RESPREAD, 51R's own cell, where TIGHTENING the cap 0.60 -> 0.40 REDUCES the damage (-2.52 -> -1.79 pp/yr at 0 bps)"
LEADERBOARD.md,105,2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_B.py,LB_LASTCOL,True,False,False,True,False,U56,40.0,,,,True,True,OPEN,OPEN,SILENT,OPEN,PINNED,True,True,U56/N=40,False,False,,True,True,U56/N=40,True,True,U56/N=40,True,True,U56/N=40,"best 4b passer @10 bps is a **GATE_ON** point: COMP g=1.00 U56 n=40, 12.95%"
LEADERBOARD.md,105,2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_B.py,LB_LASTCOL,True,False,True,True,False,,,2.0,,,False,False,OPEN,OPEN,SILENT,OPEN,PINNED,False,False,,False,False,,False,False,,False,False,,False,False,,binding 4b bars @10 bps DD 84 / H2 78 / OOS 68 / H1 51 / CAGR 50
LEADERBOARD.md,112,2026-09-08_census-the-record-s-other-DOLLAR-floors-and-caps_C.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,OPEN,SILENT,SILENT,PINNED,PINNED,False,False,,False,False,,False,False,,False,False,,False,False,,"428 both KEEP paths at 10 bps, 72 points (4a vs cost-matched RULES v2; 4b vs SPY + rule 8)"
LEADERBOARD.md,113,2026-09-08_census-the-record-s-other-DOLLAR-floors-and-caps_C.py,LB_LASTCOL,True,False,False,True,False,U56,,,,W,True,True,OPEN,SILENT,SILENT,PINNED,PINNED,True,True,U56/N=20,False,False,,True,True,U56/N=20,True,True,U56/N=20,True,True,U56/N=20,"[MAB] 428 the single 4b pass, re-priced on the cost ladder — U56 / EWALL+MA200 / rw / 0.75 gross / weekly"
LEADERBOARD.md,113,2026-09-08_census-the-record-s-other-DOLLAR-floors-and-caps_C.py,LB_LASTCOL,True,False,True,True,True,,,,,W,False,False,OPEN,SILENT,SILENT,PINNED,PINNED,False,False,,False,False,,False,False,,False,False,,False,False,,"**NOT a new candidate and NO memo written: a weekly de-grossed point of an already-committed family that DOMINATES it on all three metrics, and it dies on the cost ladder** — 4b KEEP at 0/5/10 bps, KILL(CAGR) at 25 bps (10.28% vs the 10.66% floor)"
LEADERBOARD.md,120,2026-09-08_the-liquidity-FLOOR-is-in-the-eligibility-mask-not-a-tilt_C.py,LB_LASTCOL,True,False,False,True,False,,,,,,False,False,OPEN,SILENT,SILENT,PINNED,PINNED,False,False,,False,False,,False,False,,False,False,,False,False,,"425 S4 R8 — both KEEP paths, 108 arms at 10 bps, under each floor instrument"
