date,idea,verdict,script,stem,script_named,has_sidecar,n_sidecar,STRICT_bar,STRICT_margin,STRICT_step,STRICT_all3,LOOSE_bar,LOOSE_margin,LOOSE_step,LOOSE_all3
2026-09-10,604 **NEW 4b KEEP-CANDIDATE** (memo filed): U56 eligible-EW ,KEEP-candidate (4b),2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.py,2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud,True,True,6,False,True,False,False,False,True,False,False
2026-09-08,"428 both KEEP paths at 10 bps, 72 points (4a vs cost-matched","4a KEEP 0/72; 4b KEEP 1/72, and the one pass is the NO-FLOOR control. 0 of 56 SMALL439 points clear 4b at any instrument or level (binding bars H1/H2/OOS 16 each, CAGR 16).",2026-09-08_census-the-record-s-other-DOLLAR-floors-and-caps_C.py,2026-09-08_census-the-record-s-other-DOLLAR-floors-and-caps_C,True,True,6,True,False,False,False,True,False,False,False
2026-09-08,"[MAB] 428 the single 4b pass, re-priced on the cost ladder —","NOT a new candidate and NO memo written: a weekly de-grossed point of an already-committed family that DOMINATES it on all three metrics, and it dies on the cost ladder — 4b KEEP at 0/5/10 bps, KILL(CAGR) at 25 bps (10.28% vs the 10.66% floor). Reported as an independent replication of the standing 4b candidate, not a competitor to it.",2026-09-08_census-the-record-s-other-DOLLAR-floors-and-caps_C.py,2026-09-08_census-the-record-s-other-DOLLAR-floors-and-caps_C,True,True,6,False,False,False,False,False,False,False,False
2026-09-08,425 S1 STRUCTURAL CENSUS — how many of `band-gate-on-small-p,"2 of 9 (R7 rule-8, R8 both-KEEP-paths). The other 7 are quoted at floor $0, where advmask returns the all-True mask before it ever touches (pxvol) — P1, P2, P4 and the four-way decomposition say ""floor $0"" in their own row titles, fliprate() takes no mask argument, and the U56 by-product row runs floor-free. The census was fixed before the substitution ran, so the run could not choose its own denominator.",2026-09-08_the-liquidity-FLOOR-is-in-the-eligibility-mask-not-a-tilt_C.py,2026-09-08_the-liquidity-FLOOR-is-in-the-eligibility-mask-not-a-tilt_C,True,True,6,False,False,False,False,False,False,False,False
2026-09-08,"425 S4 R8 — both KEEP paths, 108 arms at 10 bps, under each ","mean 1.23 pp max 2.56 pp) and 6 of 36 4b verdicts change — but all six are KILL-to-KILL, differing only on the drawdown bar. No arm changes side of a KEEP path.",2026-09-08_the-liquidity-FLOOR-is-in-the-eligibility-mask-not-a-tilt_C.py,2026-09-08_the-liquidity-FLOOR-is-in-the-eligibility-mask-not-a-tilt_C,True,True,6,True,False,False,False,True,False,False,False
2026-09-07,45 idea 2's KEEP under cost x lag (2 panels x 4 costs x 5 la,"4b 9/40, 4a 0/40. Reproduction check OK: U56@10bps lag1 = 12.66%/1.092/-18.31% (1.088/1.102), idea 2's published KEEP",2026-09-07_position-count-cost-and-liquidity_cloud.py,2026-09-07_position-count-cost-and-liquidity_cloud,True,True,2,False,False,False,False,False,True,False,False
2026-09-06,"289 U56/MA/dg n=20 (4b passer at ALL five tilts, NOT propose","4b PASS on U56, OOS 15.85%/1.181/-19.1%; beats idea 2's V1-gated book by +1.66pp CAGR and +0.060 Sharpe for 0.94pp more DD. PARKED, not KEEP: 0/90 on B136, and rule 8 inside its own cell picks (t=0.00,n=5) -> OOS 1.044, 0.137 short",2026-09-06_is-the-soft-200d-tilt-inside-the-score-doing-the-gate-s-job_cloud.py,2026-09-06_is-the-soft-200d-tilt-inside-the-score-doing-the-gate-s-job_cloud,True,True,3,False,False,False,False,False,False,False,False
2026-09-03,macro-trend-ensemble A (MA votes),KEEP-candidate,2026-09-03_macro-trend-ensemble.py,2026-09-03_macro-trend-ensemble,True,False,0,False,False,False,False,False,False,False,False
2026-09-03,macro-trend-ensemble B (momentum votes),KEEP-candidate,2026-09-03_macro-trend-ensemble.py,2026-09-03_macro-trend-ensemble,True,False,0,False,False,False,False,False,False,False,False
2026-09-03,core-plus-sleeve C (50% SPY>200d + 50% sleeve),KEEP-candidate,2026-09-03_core-plus-trend-sleeve.py,2026-09-03_core-plus-trend-sleeve,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,40 DD      n=8 D=6%,"KEEP 4a (marginal) / KILL 4b (H1, H2, OOS, CAGR all fail) — do NOT adopt, see memo",2026-09-04_vol-scaler-replacement_B.py,2026-09-04_vol-scaler-replacement_B,True,False,0,False,True,False,False,False,True,False,False
2026-09-04,40 DD      n=8 D=8%,"KEEP 4a (marginal) / KILL 4b (H1, H2, OOS, CAGR all fail) — do NOT adopt, see memo",2026-09-04_vol-scaler-replacement_B.py,2026-09-04_vol-scaler-replacement_B,True,False,0,False,True,False,False,False,True,False,False
2026-09-04,2 ON  EQW    n=10,KEEP 4a,2026-09-04_position-count.py,2026-09-04_position-count,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,2 OFF FIXEDW n=2,KEEP 4a,2026-09-04_position-count.py,2026-09-04_position-count,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,2 OFF FIXEDW n=3,KEEP 4b,2026-09-04_position-count.py,2026-09-04_position-count,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,2 OFF FIXEDW n=4,KEEP 4b,2026-09-04_position-count.py,2026-09-04_position-count,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,2 OFF EQW    n=12,KEEP 4b,2026-09-04_position-count.py,2026-09-04_position-count,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,2 OFF EQW    n=15,KEEP 4b,2026-09-04_position-count.py,2026-09-04_position-count,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,2 OFF EQW    n=20,KEEP 4b,2026-09-04_position-count.py,2026-09-04_position-count,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,46 N  n=12,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,2026-09-04_eligible-fraction-vs-n_B,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,46 N  n=15,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,2026-09-04_eligible-fraction-vs-n_B,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,46 N  n=20,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,2026-09-04_eligible-fraction-vs-n_B,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,46 N  n=25,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,2026-09-04_eligible-fraction-vs-n_B,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,46 N  n=30,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,2026-09-04_eligible-fraction-vs-n_B,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,46 NF n=12,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,2026-09-04_eligible-fraction-vs-n_B,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,46 NF n=15,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,2026-09-04_eligible-fraction-vs-n_B,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,46 NF n=20,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,2026-09-04_eligible-fraction-vs-n_B,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,46 NF n=25,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,2026-09-04_eligible-fraction-vs-n_B,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,46 NF n=30,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,2026-09-04_eligible-fraction-vs-n_B,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,46 F  f=0.45,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,2026-09-04_eligible-fraction-vs-n_B,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,46 F  f=0.55,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,2026-09-04_eligible-fraction-vs-n_B,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,46 F  f=0.70,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,2026-09-04_eligible-fraction-vs-n_B,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,46 F  f=0.85,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,2026-09-04_eligible-fraction-vs-n_B,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,55 universe.json K=200d n=20,KILL 4a / KEEP 4b,2026-09-04_trend-gate-lookback-primary_cloud.py,2026-09-04_trend-gate-lookback-primary_cloud,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,55 universe.json K=200d n=30,KILL 4a / KEEP 4b,2026-09-04_trend-gate-lookback-primary_cloud.py,2026-09-04_trend-gate-lookback-primary_cloud,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,55 universe.json K=100d n=10,KILL 4a / KEEP 4b,2026-09-04_trend-gate-lookback-primary_cloud.py,2026-09-04_trend-gate-lookback-primary_cloud,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,55 universe.json K=100d n=20,KILL 4a / KEEP 4b,2026-09-04_trend-gate-lookback-primary_cloud.py,2026-09-04_trend-gate-lookback-primary_cloud,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,55 universe.json K=100d n=30,"KEEP 4a / KILL 4b (H1,CAGR)",2026-09-04_trend-gate-lookback-primary_cloud.py,2026-09-04_trend-gate-lookback-primary_cloud,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,55 universe.json K=none n=20,KILL 4a / KEEP 4b,2026-09-04_trend-gate-lookback-primary_cloud.py,2026-09-04_trend-gate-lookback-primary_cloud,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,55 universe.json K=none n=30,KILL 4a / KEEP 4b,2026-09-04_trend-gate-lookback-primary_cloud.py,2026-09-04_trend-gate-lookback-primary_cloud,True,False,0,False,False,False,False,False,False,False,False
2026-09-04,55 universe_broad.json K=200d n=20,KEEP 4a / KILL 4b (H2),2026-09-04_trend-gate-lookback-primary_cloud.py,2026-09-04_trend-gate-lookback-primary_cloud,True,False,0,False,False,False,False,False,False,False,False
